,Date,Open,High,Low,Close,Adj Close,Volume,rsi,macd,macd_signal,bb_bbu,bb_bbl,obv
0,2022-01-01,170.3108367919922,178.96224975585938,170.19554138183594,178.5179443359375,178.5179443359375,1084780603,0.0,0.0,0.0,0.0,0.0,0.0
1,2022-01-02,178.53240966796875,179.43235778808594,175.01231384277344,176.38284301757812,176.38284301757812,995389409,0.0,-0.04790291419396908,-0.0266127301077606,0.0,0.0,-995389409.0
2,2022-01-03,176.3863067626953,176.3863067626953,167.5339813232422,170.29774475097656,170.29774475097656,1345778058,0.0,-0.24973635391580729,-0.1180568382258125,0.0,0.0,-2341167467.0
3,2022-01-04,170.28611755371094,173.735107421875,166.74012756347656,167.93890380859375,167.93890380859375,1499265336,0.0,-0.42057880877391085,-0.22053718055240407,0.0,0.0,-3840432803.0
4,2022-01-05,167.94033813476562,171.11045837402344,148.2161102294922,155.0997314453125,155.0997314453125,2123759721,0.0,-1.0154580174730086,-0.4570081577420174,0.0,0.0,-5964192524.0
5,2022-01-06,155.10592651367188,155.10592651367188,146.66766357421875,150.4313507080078,150.4313507080078,2097172620,0.0,-1.553596556007136,-0.7542445828073739,0.0,0.0,-8061365144.0
6,2022-01-07,150.4134063720703,150.5209503173828,135.14999389648438,136.40281677246094,136.40281677246094,2926269672,0.0,-2.507466110551462,-1.1979381797850934,0.0,0.0,-10987634816.0
7,2022-01-08,136.40016174316406,147.83731079101562,134.02101135253906,142.51345825195312,142.51345825195312,2730000333,14.989727321541267,-2.8161272680046068,-1.5868194477367912,0.0,0.0,-8257634483.0
8,2022-01-09,142.54312133789062,145.44041442871094,138.39410400390625,140.83900451660156,140.83900451660156,1599123912,14.354746942601196,-3.07009648263508,-1.9294638013736114,0.0,0.0,-9856758395.0
9,2022-01-10,140.83363342285156,143.56336975097656,130.7969970703125,135.95494079589844,135.95494079589844,2040883379,12.668967864044262,-3.457163929013632,-2.2717573128356805,0.0,0.0,-11897641774.0
10,2022-01-11,135.94090270996094,143.29904174804688,134.13397216796875,140.18385314941406,140.18385314941406,1554197314,21.2883508262929,-3.4630834011083778,-2.532412653788633,0.0,0.0,-10343444460.0
11,2022-01-12,140.20375061035156,152.9364776611328,138.5462646484375,151.70310974121094,151.70310974121094,2242337550,38.96080401191836,-2.787544864369295,-2.587204352789587,0.0,0.0,-8101106910.0
12,2022-01-13,151.6905975341797,157.54373168945312,146.01004028320312,146.01004028320312,146.01004028320312,2177023564,34.80199751990108,-2.5711603366449935,-2.5838088815554845,0.0,0.0,-10278130474.0
13,2022-01-14,146.02590942382812,150.469482421875,142.39068603515625,146.15902709960938,146.15902709960938,1822320951,34.99754696588896,-2.367164923288726,-2.53848680384461,0.0,0.0,-8455809523.0
14,2022-01-15,146.18002319335938,149.35018920898438,144.4191436767578,147.80117797851562,147.80117797851562,1123271784,37.23219505915046,-2.0856710615680925,-2.444621047698668,0.0,0.0,-7332537739.0
