,Date,Open,High,Low,Close,Adj Close,Volume,rsi,macd,macd_signal,bb_bbu,bb_bbl,obv
0,2022-01-01,0.8312810063362122,0.8531979918479919,0.8307409882545471,0.8494719862937927,0.8494719862937927,1156464024,0.0,0.0,0.0,0.0,0.0,0.0
1,2022-01-02,0.8494420051574707,0.8635579943656921,0.839156985282898,0.8591179847717285,0.8591179847717285,1134033205,100.0,0.00021641663251781296,0.00012023146250989609,0.0,0.0,1134033205.0
2,2022-01-03,0.8591070175170898,0.8591070175170898,0.8240519762039185,0.8328850269317627,0.8328850269317627,1428968710,25.453281266011672,-0.0005377247072417823,-0.00014942270542111962,0.0,0.0,-294935505.0
3,2022-01-04,0.832850992679596,0.8440759778022766,0.8196150064468384,0.8246729969978333,0.8246729969978333,1514079366,20.341244222993055,-0.0011640369180871968,-0.000493126707001769,0.0,0.0,-1809014871.0
4,2022-01-05,0.8247140049934387,0.8355330228805542,0.7327039837837219,0.7743579745292664,0.7743579745292664,2252733064,8.748162610369434,-0.0034820102383498197,-0.0013822519840567577,0.0,0.0,-4061747935.0
5,2022-01-06,0.7742999792098999,0.7892169952392578,0.7442920207977295,0.7813460230827332,0.7813460230827332,2165022786,15.915840690017106,-0.004511163293995701,-0.0022303609131537477,0.0,0.0,-1896725149.0
6,2022-01-07,0.7812700271606445,0.7812700271606445,0.7346169948577881,0.7630739808082581,0.7630739808082581,2329624598,13.033127807904876,-0.005921220262836258,-0.0031644189513907253,0.0,0.0,-4226349747.0
7,2022-01-08,0.7631059885025024,0.7750840187072754,0.7278029918670654,0.7476879954338074,0.7476879954338074,1792091501,11.194479675665804,-0.007503255913877904,-0.004207123065323558,0.0,0.0,-6018441248.0
8,2022-01-09,0.7477329969406128,0.7663210034370422,0.7415339946746826,0.7545049786567688,0.7545049786567688,1182503166,16.795273205839848,-0.008146405262498657,-0.005117116795750762,0.0,0.0,-4835938082.0
9,2022-01-10,0.7544280290603638,0.7585129737854004,0.7054790258407593,0.7393350005149841,0.7393350005149841,2014043704,14.590088643573694,-0.009265512828226297,-0.006046598321084482,0.0,0.0,-6849981786.0
10,2022-01-11,0.7393559813499451,0.7734609842300415,0.7341510057449341,0.7705540060997009,0.7705540060997009,1897366203,33.8414910878479,-0.008281046142999182,-0.0065354827370274,0.0,0.0,-4952615583.0
11,2022-01-12,0.7706080079078674,0.8060479760169983,0.7596459984779358,0.7995479702949524,0.7995479702949524,1976047994,46.01236174746954,-0.005853956190809417,-0.006389119417019517,0.0,0.0,-2976567589.0
12,2022-01-13,0.7994549870491028,0.8009510040283203,0.7630820274353027,0.7683280110359192,0.7683280110359192,1578656460,37.92248133050588,-0.005739863774938736,-0.006251714366040005,0.0,0.0,-4555224049.0
13,2022-01-14,0.7683579921722412,0.789355993270874,0.7556279897689819,0.7742969989776611,0.7742969989776611,1576111969,40.09123870740639,-0.005233975545690495,-0.006038802645471927,0.0,0.0,-2979112080.0
14,2022-01-15,0.774308979511261,0.788864016532898,0.7709490060806274,0.7814229726791382,0.7814229726791382,1029135167,42.66645444067014,-0.004362812448906905,-0.005691380786190159,0.0,0.0,-1949976913.0
15,2022-01-16,0.7813079953193665,0.7839620113372803,0.7709529995918274,0.778954029083252,0.778954029083252,1005077258,41.99293346230601,-0.003796684078883783,-0.005301466328437372,0.0,0.0,-2955054171.0
16,2022-01-17,0.7789989709854126,0.7801799774169922,0.7523519992828369,0.7627419829368591,0.7627419829368591,1406443014,37.77604244954484,-0.004321090942217665,-0.0051008743207377845,0.0,0.0,-4361497185.0
17,2022-01-18,0.7627689838409424,0.7680490016937256,0.7394639849662781,0.7526310086250305,0.7526310086250305,1510069237,35.38918448161159,-0.005307150711351016,-0.0051428864215873555,0.0,0.0,-5871566422.0
18,2022-01-19,0.7526140213012695,0.753154993057251,0.726485013961792,0.739749014377594,0.739749014377594,1446126322,32.565939840597096,-0.006826759615556233,-0.0054845854625363,0.0,0.0,-7317692744.0
19,2022-01-20,0.7397260069847107,0.7615829706192017,0.719402015209198,0.7194210290908813,0.7194210290908813,1251475248,28.677974757006126,-0.009240680276493829,-0.006244566409091556,0.8533873909159072,0.7040227062062853,-8569167992.0
20,2022-01-21,0.7196090221405029,0.7282450199127197,0.623196005821228,0.6357380151748657,0.6357380151748657,3150758603,18.752585426559648,-0.016531395573360808,-0.008321084743081141,0.8593712238075404,0.6766654762027593,-11719926595.0
21,2022-01-22,0.6360059976577759,0.6517930030822754,0.5594210028648376,0.5960419774055481,0.5960419774055481,3613862355,15.935173218695823,-0.024641630001260184,-0.011609457704492171,0.8648470179690494,0.6448820813046322,-15333788950.0
22,2022-01-23,0.5961930155754089,0.633994996547699,0.5938259959220886,0.6287559866905212,0.6287559866905212,1851934913,25.82559085940545,-0.028416846594935152,-0.014990895970997816,0.8618079543173549,0.6275082409322026,-13481854037.0
23,2022-01-24,0.6287699937820435,0.6287699937820435,0.5586680173873901,0.6121389865875244,0.6121389865875244,2759980202,24.26400344310828,-0.03215593089706015,-0.018440191795199998,0.8589227754035068,0.6091400188050199,-16241834239.0
24,2022-01-25,0.6121439933776855,0.6212289929389954,0.5898879766464233,0.617563009262085,0.617563009262085,1731121388,25.840298680629004,-0.03430847970961737,-0.021625884585168325,0.8598047881547157,0.5925785095270928,-14510712851.0
25,2022-01-26,0.6175439953804016,0.6525490283966064,0.6085879802703857,0.6220719814300537,0.6220719814300537,2302112575,27.196819038611295,-0.03526545734488995,-0.024362068746311718,0.8568905257527537,0.5795653677637869,-12208600276.0
26,2022-01-27,0.6219450235366821,0.6235079765319824,0.5914649963378906,0.6087700128555298,0.6087700128555298,1586137620,25.703106567571623,-0.03654186586547681,-0.026803932233780685,0.8556871358085019,0.5653383609127658,-13794737896.0
27,2022-01-28,0.608618974685669,0.6128609776496887,0.5933970212936401,0.6125119924545288,0.6125119924545288,1318006848,26.919077236042227,-0.03684364001991758,-0.02881576524199748,0.8541342623878814,0.5533736340354585,-12476731048.0
28,2022-01-29,0.6124910116195679,0.6234059929847717,0.6102579832077026,0.6169350147247314,0.6169350147247314,958847124,28.410511436744713,-0.03633178680327365,-0.030321299255297172,0.8500408027740721,0.5437100972560639,-11517883924.0
29,2022-01-30,0.6170060038566589,0.6225460171699524,0.5997710227966309,0.603181004524231,0.603181004524231,870878596,26.593058146429684,-0.03650947660161241,-0.03156046874208337,0.847335313213299,0.5328001872177617,-12388762520.0
30,2022-01-31,0.6030629873275757,0.6223139762878418,0.5828480124473572,0.6191490292549133,0.6191490292549133,1266538239,32.02945898485699,-0.03505739804889574,-0.03226054792829006,0.8380186385450868,0.5269763642014952,-11122224281.0
31,2022-02-01,0.6190059781074524,0.630316972732544,0.6130499839782715,0.6292330026626587,0.6292330026626587,1183031072,35.28872261520317,-0.032774990928219117,-0.032363518109658505,0.8209320486683009,0.5270314573150516,-9939193209.0
32,2022-02-02,0.6292399764060974,0.6306949853897095,0.5991380214691162,0.6014829874038696,0.6014829874038696,1182736030,30.897917240033635,-0.0326673268354184,-0.03242431839156741,0.8089362797197424,0.5223427239004053,-11121929239.0
33,2022-02-03,0.6014149785041809,0.6076840162277222,0.5923489928245544,0.6076840162277222,0.6076840162277222,1042290345,32.906878015543185,-0.03174449270709978,-0.03228828427718319,0.7931886241998638,0.52142908114529,-10079638894.0
34,2022-02-04,0.6076200008392334,0.656495988368988,0.6051689982414246,0.6558769941329956,0.6558769941329956,1543180484,46.03730008937109,-0.027049950878232698,-0.031240192440834546,0.7737296249962542,0.5283334824942854,-8536458410.0
35,2022-02-05,0.655830979347229,0.6836820244789124,0.6522679924964905,0.6671270132064819,0.6671270132064819,1760389771,48.56770914839562,-0.02222032598193191,-0.029435633536208296,0.7528303125774368,0.5380500933254256,-6776068639.0
36,2022-02-06,0.6671270132064819,0.6851930022239685,0.6623470187187195,0.6836469769477844,0.6836469769477844,1095140341,52.11834954184009,-0.01693837953225774,-0.02693553367238474,0.735704981646649,0.5472659236573061,-5680928298.0
37,2022-02-07,0.6835920214653015,0.8341550230979919,0.6744019985198975,0.8278189897537231,0.8278189897537231,4197403037,70.96013275786372,-0.0016766853785644686,-0.021882714584153543,0.7615488626994554,0.5289408407173689,-1483525261.0
38,2022-02-08,0.8283770084381104,0.9111369848251343,0.8061609864234924,0.8781939744949341,0.8781939744949341,6159382645,74.70552427327578,0.014121356089127679,-0.014680703810203963,0.803391830228685,0.5009423691998734,4675857384.0
39,2022-02-09,0.8775150179862976,0.9090669751167297,0.8474010229110718,0.8706269860267639,0.8706269860267639,3760269362,73.17873079409459,0.025746484664339042,-0.006594191233404827,0.8378378509653469,0.4816169441567998,915588022.0
